Title,Condition,Buy Price,Author,Publisher,ISBN
El sombrero de tres picos,New,9.56,Pedro Antonio de Alarcón,Createspace Independent Publishing Platform,1506190308
Flannery O'Connor: The Obedient Imagination,Good,10.39,Sarah Gordon,University of Georgia Press,0820325201
Greatest Tragedies of Shakespeare,New,20.13,William Shakespeare,Fingerprint! Publishing,8194898897
Benito Cereno/Billy Budd,Very Good,14.09,Herman Melville,The Heritage Press,B000H17Y7O
The Arabian Nights' Entertainments,Good,13.09,Anonymous,Harper & Brothers,B001IXXJ74
The Black Star Passes,Acceptable,5.99,John W. Campbell Jr.,Ace Books,0441067018
The Iliad (Penguin Classics) Publisher: Viking Adult; Penguin Classics Ed edition,New,11.73,Homer,W. W. Norton & Company,1324102071
The Polyglots,Good,15.99,William Gerhardie,Melville House Publishing,1612191886
End of a Mission,Good,5.49,Heinrich Böll,Northwestern University Press,0810111543
At the Mountains of Madness and Other Novels,,0.0,H.P. Lovecraft,Arkham House Publishers,0870540386
The Snow Queen and Other Tales,,0.0,Marie Ponsot,Golden Books,0307202054
The Wreck of the Golden Mary,Good,5.99,Charles Dickens,Hesperus Press,1843911337
Behind the Mystery: Top Mystery Writers Interviewed,Very Good,9.29,Stuart M. Kaminsky,Hot House Press,0975524526
The Scarlet Ibis (Classic Short Stories),,0.0,James Hurst,Creative Education,0886820006
Stories From Dickens,Good,7.99,Joseph Walker McSpadden,Junior Deluxe Editions,B000IVIKJY
The Journals,Good,7.09,Thornton Wilder,Yale University Press,0300040547
The Regency Companion,Acceptable,17.79,Sharon Laudermilk,Scholarly Title,0824022491
With the Boer Forces,New,10.48,Howard C. Hillegas,Cruguru,1920265120
Летопись моей музыкальной жизни,Acceptable,12.19,Nikolai Rimsky-Korsakov,Faber & Faber,0571142451
Late Call,Acceptable,6.49,Angus Wilson,Penguin Books,0140027912
The Book of Negro Folklore,Acceptable,61.49,Langston Hughes,Dodd Mead,0396041574
"Wacousta, or, the Prophecy: A Tale of the Canadas",Good,8.69,John Richardson,New Canadian Library,0771098774
The Return of Lanny Budd (New Portway Reprints),New,26.1,Upton Sinclair,Blackstone Publishing,B0BBSG7DF3
A Goddess Arrives,New,16.37,Gerald B. Gardner,Dark Dragon Publishing,1928104371
World without Men,Acceptable,6.59,Charles Eric Maine,Ballantine Books,0345029046
The Strolling Saint,New,10.06,Rafael Sabatini,Createspace Independent Publishing Platform,1515343812
The Arabian Nights Entertainments. Collector's Edition in Full Leather,New,33.36,Richard Francis Burton,Hansebooks,374479539X
Arouse and Beware,Very Good,16.69,MacKinlay Kantor,"Speaking Volumes, LLC",1628155914
Necessary Doubt,Like New,18.19,Colin Wilson,Valancourt Books,1941147305
Poe's Lighthouse,,0.0,Richard A. Lupoff,Cemetery Dance Publications,158767128X
The State,New,17.28,Randolph Bourne,Cosimo Classics,1646790138
Xanadu 2,,0.0,Jane Yolen,Tor Books,0312853688
Cardenio or the Second Maiden's Tragedy,Good,6.29,John Fletcher,Glenbridge Publishing,0944435246
The Border Watch: A Story of the Great Chief's Last Stand,New,9.63,Joseph Alexander Altsheler,Createspace Independent Publishing Platform,151511175X
The Fortress,Good,8.39,Hugh Walpole,Sutton Publishing Ltd,0750908033
Selected Writings of Washington Irving,Very Good,8.29,Washington Irving,The Modern library,B0006AQQWU
Marie,Good,8.39,H. Rider Haggard,CreateSpace Independent Publishing Platform,1481830589
Ceux de 14,,0.0,Maurice Genevoix,Seuil,2020262045
The Brother of Daphne,New,9.63,Dornford Yates,Createspace Independent Publishing Platform,1518837212
Future Retro,Very Good,17.59,Frederic A. Sharf,MFA Publications,0878466894
The Little Colonel's Hero,Good,26.59,Annie Fellows Johnston,Legare Street Press,1017865272
Gimpel the Fool,Very Good,13.29,Isaac Bashevis Singer,Restless Books,1632060388
The American Historical Romance (Cambridge Studies in American Literature and Culture),Good,6.89,George Dekker,Cambridge University Press,0521389372
The Old Men at the Zoo,Good,13.49,Angus Wilson,Viking Books,067052302X
The Tree of Appomattox,New,10.48,Joseph Alexander Altsheler,Createspace Independent Publishing Platform,1515111431
"Romance Classics: Jane Eyre, Wuthering Heights, Little Women, Adam Bede, Emma, Pride and Prejudice",,0.0,Louisa May Alcott,Trident Press International,1582792267
The Night-Born,New,8.36,Jack London,Createspace Independent Publishing Platform,1518736424
Talking All Morning (Poets on Poetry),Good,6.89,Robert Bly,University of Michigan Press,0472157604
The Year's Best Science Fiction: Second Annual Collection,,0.0,Pat Cadigan,Bluejay Books,0312944853
A Long Day in a Short Life,Good,6.99,Albert Maltz,Calder Publications,0714550639
Stepsons of Light,New,9.63,Eugene Manlove Rhodes,Createspace Independent Publishing Platform,1500999857
Fifty Key Classical Authors (Fifty Key Thinkers),Very Good,7.89,Alison Sharrock,Routledge,0415165113
The House of Souls,New,10.06,Arthur Machen,Createspace Independent Publishing Platform,1977529968
Hunting the Lions,New,8.78,R.M. Ballantyne,Createspace Independent Publishing Platform,1517218330
Enriquillo,Like New,9.99,Manuel de Jesús Galván,Createspace Independent Publishing Platform,1545464081
The Iron Woman Illustrated,New,10.44,Margaret Deland,E-Artnow,8027340616
Wanted: A Match-maker,New,9.63,Paul Leicester Ford,Createspace Independent Publishing Platform,1518705375
I misteri della jungla nera,New,16.95,Emilio Salgari,ROH Press,0978270711
"Middlemarch, Part 1 of 2",New,18.99,George Eliot,Createspace Independent Publishing Platform,1729731538
The Dark Barbarian: The Writings of Robert E. Howard : A Critical Anthology,,0.0,Don Herron,Greenwood Press,0313232814
The Yale Gertrude Stein,Good,5.79,Gertrude Stein,Yale University Press,0300026099
Stories by O. Henry,Good,5.09,O. Henry,Tor Classics,0812505026
Obras Completas 2,Good,90.09,Jorge Luis Borges,Emece Editores,847888372X
La Fortune de Gaspard,New,12.5,"Sophie, comtesse de Ségur",Createspace Independent Publishing Platform,1508970572
The Bravo,New,10.06,James Fenimore Cooper,Createspace Independent Publishing Platform,1515006131
Poison,Good,4.59,Kathryn Harrison,Harper Perennial,0380727412
"American Political Writing During the Founding Era: 1760-1805, Volumes 1-2",Very Good,19.09,Charles S. Hyneman,Liberty Fund,0865970416
The Wreck of the Titan and Morgan Robertson the Man,,0.0,Fred Williams,Amereon Limited,0848814614
Matt Field on the Santa Fe Trail (American Exploration and Travel Series),Good,9.19,Clyd Portereyianrsoneranhcess,University of Oklahoma Press,0806127163
Suspense,New,18.91,Joseph Conrad,Wildside Press,1434495051
The Will,,0.0,Harvey Swados,Pocket Books,B008R55ID4
Tales of Hearsay,New,8.75,Joseph Conrad,Createspace Independent Publishing Platform,1502455447
The Dark Flower,Very Good,6.29,John Galsworthy,Createspace Independent Publishing Platform,1539823059
"Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98: Vol 2, Fictions. Travels & Translations",Good,10.19,,Black Sparrow Press,1574231413
Moran of the Lady Letty,New,9.63,Frank Norris,Createspace Independent Publishing Platform,1515250091
The Bells of San Juan,New,11.33,Jackson Gregory,Createspace Independent Publishing Platform,1547135573
Five Elizabethan Tragedies (Oxford Paperbacks),New,31.99,A.K. McIlwraith,Pomona Press,1406790478
Anton Reiser: Ein psychologischer Roman,New,10.29,Karl Philipp Moritz,E-Artnow,8026856767
"The Pursuit of the House-Boat: Being Some Further Account of the Divers Doings of the Associated Shades, Under the Leadership of Sherlock Holmes, Esq.",Very Good,6.19,John Kendrick Bangs,Independently Published,1698499671
Edmond,Good,8.69,David Mamet,Grove Press,0394531043
The Ivory Child,Like New,8.79,H. Rider Haggard,Createspace Independent Publishing Platform,1514210630
Kipling's Kingdom: Twenty-Five of Rudyard Kipling's Best Indian Stories-Known and Unknown,Very Good,12.49,Charles Allen,Michael Joseph,8185113068
Romeo und Julia auf dem Dorfe,New,19.06,Gottfried Keller,MONDIAL,1595690794
A Room in Chelsea Square,New,23.06,Michael Nelson,Valancourt Books,1939140897
Samantha at the World's Fair,New,15.58,Marietta Holley,Createspace Independent Publishing Platform,153335748X
Options,Good,5.49,O. Henry,CreateSpace Independent Publishing Platform,1530721210
In a Yellow Wood,New,19.72,Gore Vidal,Alpha Edition,9356314624
Captain Nicholas,Acceptable,8.89,Hugh Walpole,Doubleday Doran & Co.,B00085VVHS
The Peter Rabbit & Friends Treasury,Good,5.49,Beatrix Potter,Frederick Warne and Company,0723245762
Tormento,Acceptable,6.09,Benito Pérez Galdós,Ingram,8420633291
Fowler's End,New,25.21,Gerald Kersh,Valancourt Books,193914048X
"Eric, or Little by Little",New,10.06,Frederic W. Farrar,Createspace Independent Publishing Platform,1530609585
Land and Sea Tales for Scouts and Scout Masters,New,18.19,Rudyard Kipling,International Law and Taxation Publishers,1589631617
Fr�re Jacques (Classic Reprint),New,12.18,Paul de Kock,Createspace Independent Publishing Platform,151431536X
Le Bourgeois Gentilhomme,Good,4.19,Molière,D. C. Heath,B00DOSS80Y
"Isocrates: On the Peace. Areopagiticus. Against the Sophists. Antidosis. Panathenaicus (Loeb Classical Library, No. 229)",New,32.95,,University of Texas Press,0292702469
A Columbus of Space,New,9.63,Garrett P. Serviss,Createspace Independent Publishing Platform,1502469812
Reprinted Pieces,New,12.18,Charles Dickens,Createspace Independent Publishing Platform,1484178939
Bedtime Wonder Tales: Bluebeard and Other Folklore Stories,New,9.63,Clifton Johnson,Createspace Independent Publishing Platform,1515267199
Arctic Adventures,New,9.63,William Henry Giles Kingston,Createspace Independent Publishing Platform,149969315X
L'honneur du nom,New,10.88,Émile Gaboriau,Createspace Independent Publishing Platform,1514841290
"Motor Boat Boys on the Great Lakes or, Exploring the Mystic Isle of Mackinac",New,9.63,Louis Arundel,Createspace Independent Publishing Platform,1516943368
Stolen Idols,Acceptable,11.79,E. Phillips Oppenheim,Little Brown & Co,B00085TIY6
Guerra del tiempo y otros relatos,Acceptable,8.79,Alejo Carpentier,Alianza,8420602930
Where Clocks Chime Twice,New,17.99,Alec Waugh,Bloomsbury Reader,1448201209
CHILDREN OF THE NIGHT,New,23.06,John Blackburn,Valancourt Books,1941147100
Wie fünf Mädchen im Branntwein jämmerlich umkommen: Frauenschicksale aus dem 19. Jahrhundert,New,7.39,Jeremias Gotthelf,E-Artnow,8027319277
"The White House (Novels, Vol. 12)",New,14.73,Paul de Kock,Createspace Independent Publishing Platform,1514321688
The Captain's Doll,New,9.33,David Herbert Lawrence,Createspace Independent Publishing Platform,1547295651
Danger at Mormon Crossing,Good,7.39,Roger Barlow,Simon and Schuster,B000S9MAI8
The Soul of a Bishop,New,12.4,H.G. Wells,Horse's Mouth,1785435515
Danger at Mormon Crossing,Good,7.39,Roger Barlow,Simon and Schuster,B000S9MAI8
The Soul of a Bishop,New,12.4,H.G. Wells,Horse's Mouth,1785435515
ألف ليلة وليلة: الأميرة بدور,New,19.97,Laurence Housman,Legare Street Press,1016745575
Bill the Minder,New,12.95,W. Heath Robinson,Createspace Independent Publishing Platform,1979018464
The Nature Of A Crime (EasyRead Edition),New,12.26,Joseph Conrad,Reality Street Editions,1874400601
The Five Arrows,New,15.58,Allan Chase,Createspace Independent Publishing Platform,1530745055
Her Benny: A Tale of Victorian Liverpool,Very Good,7.79,Silas Kitto Hocking,Createspace Independent Publishing Platform,1978166427
Icebound - A Play,New,10.48,Owen Gould Davis,Independently Published,171329799X
Selected Works of Jack London,New,20.4,Jack London,Canterbury Classics,164517347X
Hackenfeller's Ape,Acceptable,15.19,Brigid Brophy,Allison & Busby,0850313155
It's Never Over,New,16.07,Morley Callaghan,Exile Editions,1550961578
Sophocles' Antigone,,0.0,Sophocles,"Oxford University Press, USA",0892366370
A Portrait of Old George Town,New,10.48,Grace Dunlop Ecker,Createspace Independent Publishing Platform,1502813149
I Don't Need You Any More,Good,13.39,Arthur Miller,Vintage/Ebury (A Division of Random House Group),0749395516
A Lathatatlan Ember,Good,45.79,Géza Gárdonyi,Szekszardi Printing House,9631323617
Catharine or The Bower,Good,8.69,Leo Rockas,Brown Posey Press,1620061414
"Diana Carew or, For a woman's sake",New,22.82,Mrs. Forrester,"British Library, Historical Print Editions",1241479275
The Secret Masters,New,24.14,Gerald Kersh,Valancourt Books,1941147658
Queer Poetics: Five Modernist Women Writers,New,43.36,Mary E. Galvin,Praeger,0275961060
Dick Prescott's Second Year at West Point: Finding the Glory of the Soldier's Life,New,9.63,H. Irving Hancock,Createspace Independent Publishing Platform,1500106488
Behind the Mirror,New,23.06,Robin Maugham,Valancourt Books,1943910243
"The White House (Novels, Vol. 12)",New,14.73,Paul de Kock,Createspace Independent Publishing Platform,1514321688
Wie fünf Mädchen im Branntwein jämmerlich umkommen: Frauenschicksale aus dem 19. Jahrhundert,New,7.39,Jeremias Gotthelf,E-Artnow,8027319277
CHILDREN OF THE NIGHT,New,23.06,John Blackburn,Valancourt Books,1941147100
The Place Beyond the Winds,New,10.48,Harriet T. Comstock,Createspace Independent Publishing Platform,1502419084
Doors of the Night,New,9.07,Frank L. Packard,E-Artnow,8027344379
Lesbian Self-Writing: The Embodiment of Experience,,0.0,Carol Lynda Hall,Routledge,1560231432
The Red Cockade,New,10.06,Stanley J. Weyman,Createspace Independent Publishing Platform,1523729058
The Madcap of the School,New,10.06,Angela Brazil,Createspace Independent Publishing Platform,151482017X
Waifs and Strays: Twelve Stories,New,9.12,O. Henry,Createspace Independent Publishing Platform,1986765121
The Brownie Scouts at Silver Beach (Book 5),Acceptable,6.09,Mildred A. Wirt,A Mildred A. Wirt Book,1479421316
"Shakespeare, the craftsman, (The Clark lectures)",,0.0,Muriel Clara Bradbrook,Chatto & Windus,0701114800
Something to Say: William Carlos Williams on Younger Poets (William Carlos Williams Archive Series),New,18.7,William Carlos Williams,New Directions Publishing Corporation,0811209555
The Unbearable Bassington,Acceptable,4.89,Saki,"Oxford University Press, USA",0192813714
Amor de perdição,New,22.95,Camilo Castelo Branco,Legare Street Press,1015882196
Les Aventures du Roi Pausole,New,29.95,Pierre Louÿs,Fredonia Books (NL),158963862X
Under Capricorn,,0.0,Helen de Guerry Simpson,Independently published,1520524021
Shifting for Himself,New,11.33,Horatio Alger Jr.,Createspace Independent Publishing Platform,1979296782
Adventures of Sherlock Holmes / Hound of The Baskervilles / Memoirs of Sherlock Holmes [11 stories],,0.0,Arthur Conan Doyle,Longmeadow Press,0681418192
The Story of Calico Clown,New,9.63,Laura Lee Hope,Createspace Independent Publishing Platform,1523792213
Evening in Spring,,0.0,August Derleth,CHARLES SCRIBNER'S SONS,B000PWU1AW
Stories from Wagner,New,17.63,Joseph Walker McSpadden,Bibliotech Press,B0BVHYZ316
The Shield of the Valiant,,0.0,August Derleth,Independently Published,B0CRQNCQGP
Arctic Adventures,New,9.63,William Henry Giles Kingston,Createspace Independent Publishing Platform,1514775204
L'honneur du nom,New,10.88,Émile Gaboriau,Createspace Independent Publishing Platform,1514841290
"Motor Boat Boys on the Great Lakes or, Exploring the Mystic Isle of Mackinac",New,9.63,Louis Arundel,Createspace Independent Publishing Platform,1516943368
The Red Planet,New,10.48,William John Locke,Createspace Independent Publishing Platform,1499629982
For Love of the King & Impressions of America,,0.0,Oscar Wilde,Prince Classics,9390230039
Jenny Villiers,New,21.98,J.B. Priestley,Valancourt Books,1948405989
MR Blettsworthy on Rampole Island,Good,7.29,H.G. Wells,Peter Owen Publishers,0720619432
Jorrocks's Jaunts and Jollities,New,11.33,Robert Smith Surtees,Createspace Independent Publishing Platform,1512191957
The Adventure Girls in the Air,New,9.63,Clair Blank,Createspace Independent Publishing Platform,1518899498
The Port of Missing Men,New,10.06,Meredith Nicholson,Createspace Independent Publishing Platform,1517702356
Nancy of Paradise Cottage,New,19.28,Shirley Watkins,Alpha Edition,9356578338
The Old Wives' Tale,,0.0,Arnold Bennett,Pomona Press,1406791202
L'Amoureux Transi,New,12.18,Paul de Kock,Createspace Independent Publishing Platform,1514315300
Tubutsch,New,12.11,Albert Ehrenstein,Hofenberg,3743738732
Our Soldier Boy,New,9.63,George Manville Fenn,Createspace Independent Publishing Platform,1500982202
"Stefan Zweig, tome 3 : Essais",,0.0,Stefan Zweig,Livre de Poche,2253132322
The Captain's Doll,New,9.33,David Herbert Lawrence,Createspace Independent Publishing Platform,1547295651
Der tolle Invalide auf dem Fort Ratonneau,New,9.12,Achim von Arnim,Createspace Independent Publishing Platform,1546969098
The emergence of the Latin American novel,New,41.99,Gordon Brotherston,Cambridge University Press,0521295653
Back to Green Gables: Romance & Tea on Prince Edward Island,,0.0,Wendy Kolar Mullen,Victorian Chocolate Molds,0692465731
Mortal Games (G K Hall Large Print Book Series),Good,4.39,Pierre Salinger,Doubleday Books,0385236727
William Jennings Bryan A Concise but Complete Story of his Life and Services,New,9.63,Harvey Ellsworth Newbranch,Createspace Independent Publishing Platform,1718947801
Fernande: Les classiques de la littérature française,New,28.92,Alexandre Dumas,Culturea,B0CDBDPCLC
Karan Ghelo: Gujarat's Last Rajput King,,0.0,Aban Mukherji (Tr.),Penguin Books India,0670087696
The Sunnier Side: Twelve Arcadian Tales,Acceptable,7.09,Charles Jackson,Vintage,0307948722
"Echoes of Revolt: The Masses, 1911-1917",Good,7.29,William L. O'Neill,Ivan R. Dee Publisher,0929587154
My Friend Madam Zora (Ulverscroft Large Print),New,26.15,Jane Duncan,Policy Press,1447297784
Embracing a Gay Identity: Gay Novels as Guides,New,87.23,Wilfrid Koponen,Praeger,0897893360
Stolen Idols,Acceptable,11.79,E. Phillips Oppenheim,Little Brown & Co,B00085TIY6
Where Clocks Chime Twice,New,17.99,Alec Waugh,Bloomsbury Reader,1448201209
Guerra del tiempo y otros relatos,Acceptable,8.79,Alejo Carpentier,Alianza,8420602930
Faces Of Fear Tr,,0.0,Douglas E. Winter,Berkley Publishing Group,0425076709
I giganti della montagna,New,10.48,Luigi Pirandello,Createspace Independent Publishing Platform,1539704386
Tom Slade On Mystery Trail,New,9.63,Percy Keese Fitzhugh,Createspace Independent Publishing Platform,1502429438
Mr. Prohack,New,13.88,Arnold Bennett,Createspace Independent Publishing Platform,1515138763
The Maids of Paradise,New,10.06,Robert W. Chambers,Createspace Independent Publishing Platform,1514331217
The Christmas Kalends of Provence,New,10.48,Thomas A. Janvier,Createspace Independent Publishing Platform,1982012234
Certain People,New,13.88,Edith Wharton,CreateSpace Independent Publishing Platform,1717393853
Dorothy Dainty at the Mountains,New,9.63,Amy Brooks,Createspace Independent Publishing Platform,150011801X
A Maid & a Million Men The Candid Confessions of Leona Canwick Censored Indiscretely,Acceptable,10.69,James G. Dunton,Grosset & Dunlap,B000O2KHBQ
"Exemplary Novels IV: Lady Cornelia, the Deceitful Marriage, the Dialogue of the Dogs",,0.0,John Macklin,Aris & Phillips,0856684988
Medieval Comic Tales,Good,7.39,Peter Rickard,Boydell & Brewer,1843841797
The Infernal Marriage,New,13.9,Benjamin Disraeli,Alpha Edition,9356378592
Walking Point: American Narratives of Vietnam,Very Good,7.79,Thomas Myers,Oxford University Press,0195053516
City for Conquest (Lost Urban Classics),New,64.1,Aben Kandel,Routledge,141285606X
Dan Carter and the River Camp,New,9.63,Mildred A. Wirt,Createspace Independent Publishing Platform,1500247855
"""Last Resort, The""",,0.0,Pamela Hansford Johnson,Hodder & Stoughton,147367994X
"Adventure Classics Ivanhoe, Gullivers Travels, Treasure Island, the Call of the Wild, the Count of Monte Cristo",,0.0,Jonathan Swift,Brilliance Audio,1511309865
A Little Girl in Old Detroit,New,10.48,Amanda Minnie Douglas,Createspace Independent Publishing Platform,1516892399
Wee Wifie,New,10.06,Rosa Nouchette Carey,Createspace Independent Publishing Platform,1523971770
"Men, Books and Birds",,0.0,William Henry Hudson,Pomona Press,1406794317
"Olga Romanoff; or, The Syren of the Skies",New,13.88,George Chetwynd Griffith,Createspace Independent Publishing Platform,1544625790
Swann's Way,New,31.6,Marcel Proust,Left of Brain Books,1396324348
The Governors,New,10.54,E. Phillips Oppenheim,Createspace Independent Publishing Platform,1548854026
The Scarlet boy,New,23.06,Arthur Calder-Marshall,Valancourt Books,1954321910
The Fatal Art of Entertainment: Interviews With Mystery Writers,,0.0,Rosemary Herbert,Twayne Publishers,0783815158
Devil Make a Third (The Library of Alabama Classics),,0.0,Douglas Fields Bailey,University of Alabama Press,0817304207
Four Little Blossoms and Their Winter Fun,New,9.63,Mabel C. Hawley,Createspace Independent Publishing Platform,1516858557
"The Weird Tale: Arthur Machen, Lord Dunsany, Algernon Blackwood, M.R. James, Ambrose Bierce, H.P. Lovecraft",New,24.95,S.T. Joshi,Wildside Press,0809531224
According to Jennings,Very Good,8.09,Anthony Buckeridge,House of Stratus,0755101650
Devil Make a Third (The Library of Alabama Classics),,0.0,Douglas Fields Bailey,University of Alabama Press,0817304207
The fatal gift;: A novel,Good,10.29,Alec Waugh,Farrar Straus Giroux,0374153809
Grace Harlowe's Overland Riders Among the Kentucky Mountaineers,New,9.63,Jessie Graham Flower,Createspace Independent Publishing Platform,1516872010
Margaret Atwood: Vision and Forms,Very Good,11.39,Jan Garden Castro,Southern Illinois University Press,0809314088
The Year's Best Fantasy Stories 9,,0.0,Arthur W. Saha,Daw Books,0879978643
